Author,Text,URL,Company,Category,Label
['Jim Hoft'],"TRUMP APPROVAL RATING Better than Obama and Reagan at Same Point in their Presidencies

According to the latest FOX News poll President Donald Trump has a better rating than Presidents Obama and Reagan at the same point in their presidencies.

President Trump’s approval is now at 45%.

And that is with 90% negative coverage from the far left mainstream media.

President Trump – 45%

President Obama – 44%

President Reagan – 44%

On June 9, 2010 Barack Obama’s approval number was 46% on the Rasmussen poll.

President Trump’s approval number is at 47% according to Rasmussen today.

Again…. That is with 90% extremely negative coverage for President Trump!",https://www.thegatewaypundit.com/2018/06/trump-approval-rating-better-than-obama-and-reagan-at-same-point-in-their-presidencies/,thegatewaypundit,Politics,FALSE
,"Marian Robinson, Barack Obama’s mother in law, has been charged with grand larceny and fraud for accepting money from the federal government under false pretenses. While it may not have been her idea to ask for a $160K pension for being the Obama daughters’ “caretaker,” she was the one who filled out the paperwork and signed her name.

That may have been all well and good had Hillary Clinton won the election, which is surely what the Obamas expected to happen, but now that there’s an honest man in the White House hiring honest people to run government departments, blatant lying, cheating, and thievery won’t go unpunished.

At some point, the Obamas will have to learn that they aren’t above the law. They knew Michelle’s mother wouldn’t be able to keep her fake pension forever, but they probably figured she’d collect enough to keep her deep in cash for the rest of her life. Now she’s looking at not only paying it all back but adding a huge fine and maybe even a few years in jail on top of that.

Maybe the kids will pay it off out of their giant book deal.

Join The Resistance And Share This Article Now!",https://web.archive.org/web/20171228183207/http://flashnewscorner.com/obamas-mother-law-charged-larceny-fraud/,flashnewscorner,Politics,FALSE
,NASA ANNOUNCED THAT IT COMMUNICATED WITH FOUR RACES OF ALIENS,http://www.thelifebuzz.com/nasa-announced-that-it-communicated-with-four-races-of-aliens/2/,thelifebuzz,Science,FALSE
"['Caleb Parke', 'Caleb Parke Is An Associate Editor For Foxnews.Com. You Can Follow Him On Twitter']","An Ohio high school student said he tried to stay apolitical during the National Walkout Day over gun violence but was suspended for his choice to remain in a classroom instead of joining protests or the alternative, going to study hall.

Jacob Shoemaker, a senior at Hilliard Davidson High School, said he didn’t want to take sides in the gun-control debate consuming the country. If he went outside for the walkout, he said, he would be supporting gun control. If he stayed in the common area of the school, he said, he would be seen as supporting gun violence and disrespecting the 17 lives lost in the Parkland, Fla. High school shooting the month before.

Jacob had met with the school’s principal on Tuesday, a day before the rally, for about an hour to find out what exactly the walkout was supporting. But he said the principal reportedly told him it was for the “students to express themselves.”

COLLEGE STUDENT KICKED OUT OF CLASS FOR TELLING PROFESSOR THERE ARE ONLY TWO GENDERS

This left Jacob wondering if it was a memorial for the lives lost or a show of support for gun control.

He decided, instead, to stay in class for about 20 minutes doing homework after his teacher and fellow classmates left and locked the door.

When they returned, he was slapped with a suspension.

Jacob’s father, Scott Shoemaker, said his son was just trying to stay neutral – and did nothing wrong.

“Politics [doesn’t] belong in the school,” he said. “Students shouldn’t be pressured into taking a side.”

STUDENT WITH ‘TRUMP’ FLAG ASSAULTED BY MOB DURING NATIONAL SCHOOL WALKOUT

The story went viral after Jacob sent a photo of his out-of-school suspension citation to one of his friends, who posted it on social media.

The school, as well as the Shoemakers, have received death threats and hate messages.

Scott Shoemaker said his son was just trying to be introspective – and he wasn’t acting out.

“He didn’t do anything to deserve this,” he said. “He didn’t ask for this.”

CHICAGO STUDENTS ALLEGEDLY TRASH WALMART DURING NATIONAL SCHOOL WALKOUT PROTEST

The district says it's responsible for students' safety and they can't be unsupervised.

The Associated Press contributed to this report.",https://www.foxnews.com/us/ohio-student-suspended-for-staying-in-class-during-national-walkout-day,foxnews,Politics,FALSE
,"302 SHARES Share Tweet

The best way to restore public faith in government institutions is to “send Hillary to prison“, according to Hollywood icon Morgan Freeman, who warns that unless the former First Lady’s crimes are seen to be punished, “everyday Americans will forever know, deep down, that there is one law for those with money and power, and another for the rest of us.”

“Hillary should be in jail for her unlawful deeds and President Trump should absolutely, absolutely make sure this happens to send the very strong message that no-one, and I mean no-one, is above the law in the United States of America,” Morgan Freeman said in New York while promoting National Geographic’s new docu-series The Story of Us.

Responding to a question about why he thinks President Trump has not yet fulfilled this particular campaign promise, Freeman laughed and said and looked up at the heavens before saying, “Goddamnit man, you were elected for this very reason, lock that bitch up!”

After being accused of political incorrectness, Freeman laughed again, saying “It’s all about being loving and caring these days, isn’t it?“

“The most loving and caring thing we as a society can do for Hillary Clinton is lock her up where she can get professional and institutional help and prevent her hurting herself or anyone else.”

The veteran actor, who remains as professionally active as at any point in his long career, cannot be accused of partisan bullying. It appears the 80-year-old star is simply a straight shooter who would prefer politicians and public figures are held to the same standards as everyone else.

In September the Shawshank Redemption star appeared in a viral video demanding President Trump speak directly to the American people about the extent of Russia’s meddling in the 2016 presidential election.

While insisting that the Kremlin’s election interference is “no movie script,” and that he did not know whether the allegations were true or not, Morgan said, “we need our president to speak directly to us and tell us the truth.”

“We need him to sit behind the desk in the Oval Office and say, ‘My fellow Americans. During this past election, we cam under attack by the Russian government,” Freeman demands Trump to say, adding, ‘I’ve called on Congress and our intelligence community to use every resource available to conduct a thorough investigation to determine exactly how this happened.’”",https://web.archive.org/web/20171101100601/http://www.snapusanews.com:80/morgan-freeman-jailing-hillary-best-way-to-restore-public-faith-in-govt/,snapusanews,Politics,FALSE
['Sean Adl-Tabatabai'],"CNN is on the verge of permanently closing its doors after its ratings collapsed even more than last week, falling a staggering 30 percent in the second week of May.

While Fox News increased its total viewers by a healthy 6 percent and MSNBC held steady, CNN’s viewership took a nosedive, signalling that the failing news network may be about to come to an abrupt end.

Breitbart.com reports: While no one in the media want to talk about it, CNN’s relentless fake news sprees have not only created a massive credibility problem for the hate network, the far-left cable channel’s ratings crisis is even more severe.

CNN lies.

Numbers do not…

Last week, during the all-important primetime hours, CNN was only able to average 844K total viewers. During this same week last year, CNN averaged 1.191 million. That is a -29 percent collapse.

CNN’s average total day viewers disintegrated by -25 percent, 841K compared to 635K.

In other words, throughout the day last week, CNN could only attract an average of 635,000 total viewers.

Fox News, however, is thriving. Last week, Fox averaged 2.487 million primetime viewers, nearly three times that of CNN’s 844K, and 1.463 million total day viewers, more than twice CNN’s 635K.

While MSNBC is in a distant second place behind Fox, it is still leaving CNN in the dust with an average of 1.667 million primetime viewers and 913K total day viewers.

Incredibly, CNN’s second week of May this year was even worse than the first week, which was already catastrophic. During week one, CNN attracted a dismal 859K primetime viewers, but that was still better than week two, which dropped even further to 844K. In total day viewers, the anti-Trump channel dipped from a ruinous week one of just 649K viewers to an even more ruinous week two of 635K.

Compared to the full month of May last year, the Stormy Daniels Network is collapsing even more in the advertiser-coveted 25-54 age demo.

During the full month of May 2017, CNN average 399K demo viewers during primetime. Last week that number collapsed a whopping -35 percent to just 259K. In total day, the damage was -34 percent, from 274K demo viewers to a humiliating 183K.

By comparison, Fox News averaged 492K demo viewers during primetime (almost double CNN) and 296K demo viewers during the total day.

MSNBC averaged 326K demo viewers during primetime and 190K during total day.

The third week of May is already looking like it could be even worse for CNN. On Monday, despite the massive news surrounding the opening of the American embassy in Jerusalem, CNN averaged a dismal 643K total day viewers, compared to Fox and MSNBC’s 1.76 million and 1.13 million, respectively.

During primetime Monday, CNN could only attract a scant 765K total viewers. Fox nearly quadrupled CNN with 2.89 million viewers. MSNBC more than doubled CNN with 1.93 million.

The bottom line is that CNN’s ongoing and well-documented credibility crisis has now come home to roost as a five-alarm ratings crisis.",https://web.archive.org/web/20181212033329/https://newspunch.com/cnn-ratings-plunge-30-percent/,newspunch,Politics,FALSE
,"President Trump decided to go ahead and do what no other president has had the stones to do last night and launched a covert campaign to eliminate the threat of North Korean nuclear and conventional weaponry.

An independent source at the Pentagon is confirming for us what the mainstream media won’t until they’ve figured out an angle to make Trump look bad: North Korea’s military is in ruins and not a single civilian was hurt.

The reporter who managed to get the story told LLOD:

“A cute little airman whose name I won’t disclose confirmed that Admiral Fitzwallis gave the order to go to 17 SEAL teams on the ground covertly in North Korea. In three hours time, the entire military infrastructure of that country has been eliminated. This was no joke. This was calculated and perfectly executed. According to the airman, North Korea is brighter now than it ever has been at night because “it is currently on fire.”

Now reports are coming in from sources on the ground in Pyongyang that Supreme Leader and all-around nitwit Kim Jong Un has been killed in the action. Immediately afterward, Kim was spotted on radio giving a death to America speech that was recorded several years ago, but the actual dictator hasn’t been spotted.

From the Presidential Palace, crews are working on a colla[psed section of the building that houses the living quarters of Kim and his family.

We’ll keep you updated on this developing story.",https://web.archive.org/web/20180826192238/http://usa24info.com/index.php/2017/11/09/report-kim-jong-un-killed-trumps-overnight-black-op-attack-north-korea/,usa24info,Politics,FALSE
"['User Id', 'Posts', 'Likes Received']","So is it happening now or not?



I was just getting my hopes up... :(

----

"" Appear weak when you are strong and strong when you are weak""-Sun Tzu

( And never let your enemies provoke you into action .)



We cannot force someone to hear a message they are not ready to receive, but we must never underestimate the power of planting a seed.

",https://the-fringe.com/thread-civil_war_erupts_in_sweden_as_irate_swedes_burn_nine_muslim_refugee_centers_to_the_ground,the-fringe,Politics,FALSE
,"While we were busy chasing the “S***hole” not-so-shiny object the press laid out for us on Friday, it is now discovered what the media was trying to distract us from! And it is HUGE!

The DOJ handed down an indictment in the Uranium One Deal released on Friday. THIS is what the media was trying so hard to cover-up. Unlike the leak with Manafort and his indictment (which had nothing to do with Russian collusion in the Trump campaign), America woke up to non-stop news about Manafort turning himself in. Click HERE to read more about that. Manafort has since sued Special Counsel Robert Mueller.

Fast forward to today. Uranium One Deal has its FIRST INDICTMENT against Mark Lambert.

Mark Lambert of Maryland has been indicted for “allegedly paid bribes to a Russian Official so his Company could win highly sensitive nuclear fuel transportation contracts.”

The “11-count indictment with one count of conspiracy to violate the Foreign Corrupt Practices Act (FCPA) and to commit wire fraud, seven counts of violating the FCPA, two counts of wire fraud and one count of international promotion money laundering.” This is serious. And it stems from Russian collusion in the Obama-era.

“The charges stem from an alleged scheme to bribe Vadim Mikerin, a Russian official at JSC Techsnabexport (TENEX), a subsidiary of Russia’s State Atomic Energy Corporation and the sole supplier and exporter of Russian Federation uranium and uranium enrichment services to nuclear power companies worldwide, in order to secure contracts with TENEX.”

KUDOS to the Trump-era DOJ American’s can trust.

The hard working and honest DOJ team, under Jeff Sessions, made the announcement yesterday.

The team members are: Acting Assistant Attorney General John P. Cronan of the Justice Department’s Criminal Division, Acting U.S. Attorney Stephen M. Schenning of the District of Maryland, Principal Deputy Inspector General April G. Stephenson of the U.S. Department of Energy’s Office of Inspector General (DOE-OIG) and Assistant Director in Charge Andew W. Vale of the FBI’s Washington, D.C. Field Office, as mentioned in the DOJ statement.

Here is the Statement Below:

An indictment against a former co-president of a Maryland-based transportation company that provides services for the transportation of nuclear materials to customers in the United States and abroad, was unsealed today for his alleged role in a scheme that involved the bribery of an official at a subsidiary of Russia’s State Atomic Energy Corporation.

Acting Assistant Attorney General John P. Cronan of the Justice Department’s Criminal Division, Acting U.S. Attorney Stephen M. Schenning of the District of Maryland, Principal Deputy Inspector General April G. Stephenson of the U.S. Department of Energy’s Office of Inspector General (DOE-OIG) and Assistant Director in Charge Andew W. Vale of the FBI’s Washington, D.C. Field Office made the announcement.

Mark Lambert, 54, of Mount Airy, Maryland, was charged in an 11-count indictment with one count of conspiracy to violate the Foreign Corrupt Practices Act (FCPA) and to commit wire fraud, seven counts of violating the FCPA, two counts of wire fraud and one count of international promotion money laundering. The charges stem from an alleged scheme to bribe Vadim Mikerin, a Russian official at JSC Techsnabexport (TENEX), a subsidiary of Russia’s State Atomic Energy Corporation and the sole supplier and exporter of Russian Federation uranium and uranium enrichment services to nuclear power companies worldwide, in order to secure contracts with TENEX.

The case against Lambert is assigned to U.S. District Court Judge Theodore D. Chuang of the District of Maryland.

According to the indictment, beginning at least as early as 2009 and continuing until October 2014, Lambert conspired with others at “Transportation Corporation A” to make corrupt and fraudulent bribery and kickback payments to offshore bank accounts associated with shell companies, at the direction of, and for the benefit of, a Russian official, Vadim Mikerin, in order to secure improper business advantages and obtain and retain business with TENEX.

In order to effectuate and conceal the corrupt and fraudulent bribe payments, Lambert and others allegedly caused fake invoices to be prepared, purportedly from TENEX to Transportation Corporation A, that described services that were never provided, and then Lambert and others caused Transportation Corporation A to wire the corrupt payments for those purported services to shell companies in Latvia, Cyprus and Switzerland. Lambert and others also allegedly used code words like “lucky figures,” “LF,” “lucky numbers,” and “cake” to describe the payments in emails to the Russian official at his personal email account.T

he indictment also alleges that Lambert and others caused Transportation Corporation A to overbill TENEX by building the cost of the corrupt payments into their invoices, and TENEX thus overpaid for Transportation Corporation A’s services.

In June 2015, Lambert’s former co-president, Daren Condrey, pleaded guilty to conspiracy to violate the FCPA and commit wire fraud, and Vadim Mikerin pleaded guilty to conspiracy to commit money laundering involving violations of the FCPA. Mikerin is currently serving a sentence of 48 months in prison and Condrey is awaiting sentencing. The indictment includes allegations against Lambert based on his role in effectuating the criminal scheme with Condrey, Mikerin, and others.

The charges in the indictment are merely allegations, and the defendant is presumed innocent unless proven guilty beyond a reasonable doubt in a court of law.

The case is being investigated by DOE-OIG and the FBI. Assistant Chiefs Ephraim Wernick and Christopher J. Cestaro and Trial Attorney Derek J. Ettinger of the Criminal Division’s Fraud Section, as well as Assistant U.S. Attorneys David I. Salem and Michael T. Packard of the District of Maryland, are prosecuting the case.

The Criminal Division’s Office of International Affairs has provided significant assistance in this matter. The Department also thanks its law enforcement colleagues in Switzerland, Latvia and Cyprus for providing valuable assistance with the investigation and prosecution of the case.

The Criminal Division’s Fraud Section is responsible for investigating and prosecuting all FCPA matters. Additional information about the Justice Department’s FCPA enforcement efforts can be found at www.justice.gov/criminal/fraud/fcpa.",https://web.archive.org/web/20180118003203/https://threpublican.com/first-indictment-issued-in-russian-bribery-case-tied-to-obama-era-uranium-one-deal/,threpublican,Politics,FALSE
,"The research section of the USDA studies everything from nutrition to climate change, and according to the 2008 Farm Bill the “chief scientist” is supposed to be the leader “among distinguished scientists with specialized or significant experience in agricultural research, education and economics.” President Donald Trump’s pick, Sam Clovis, doesn’t seem to have any of those credentials. He has never taken science as part of his graduate course and questions the legitimacy of climate change. Although he has a doctorate in public administration and taught business and public policy at Morningside College for ten years, he barely published any academic work. Clovis had made a reputation for himself as a conservative talk radio show in Iowa and an avid Trump supporter.

When asked to comment on his credentials in a recent interview with KYXL Radio, Clovis, who is currently working as the senior White House advisor within the USDA, argued that he was “proud” he didn’t have any scientific credentials or education, because “scientists are nothing more than a bunch of mislead individuals anyway.” Asked to elaborate, he said that he was “glad” to be working in the Trump administration, but that he was, at the same time, “disappointed” as to where he was assigned. “While I can certainly appreciate President Trump’s reasons for placing me at my current position, at the same time I can’t help but feel as though my abilities are being severely misused here,” he said. “I do not agree with anything these people are trying to do. I mostly spend my days watching them run around in circles, trying to change the world or something. In reality, they’re just wasting their time.”

“When I get back home from work – believe me – I thank God every single day that he had the mercy not to make me a scientist as well,” Clovis continued. “I’m proud I’m not one of them because they believe in things like evolution and the like. They have no fear from God, no understanding of things that they can’t see, taste, smell, touch or hear. If you ask me, that’s a pretty limited way for one to live their life. And you want to know what the irony is? They’re the ones who keep calling us traditional and conservative. They, who refuse to believe God made man because they found some sort of so-called evidence that man derived from monkeys or whatever. They’re so narrow-minded that they can’t except that we’re different and then they go around calling us the conservatives. It’s funny when you really think about it.”

“That’s why I’m happy I’m not one of them. At the end of the day, scientists are nothing more than a bunch of dumb, regular people with limited vision who think dinosaurs actually existed and the earth is somehow getting warmer. They don’t even consider the fact that there’s more to us, to our species than just the physical and the tangible. It’s as funny as it is pitiful,” he said. When asked why he continues to work as president Trump’s pick for top scientist if that’s how he feels about it, he replied, “Well, just because you’re a member of the Trump administration doesn’t mean you don’t have to pay the bills. That used to work for members of the Obama administration, if I remember correctly. Not now,” Clovis concluded.

SOURCE

Comments

comments",https://web.archive.org/web/20170527174400/http://uspoln.com:80/2017/05/20/trumps-top-scientist-pick-scientists-just-dumb-regular-people-think-dinosaurs-existed-earth-getting-warmer,uspoln,Politics,FALSE
,"If you’re not a lazy bum on welfare or an illegal here to steal food stamps and free medicine, President Trump has some good news for you. You, your wife and your children will all be receiving a stimulus bonus of $612 each to spend however you see fit inside the United States.

The program, called “Tax Relief For Deserving Americans,” will give nothing to those who choose not to work, people in prison or illegal aliens. People on welfare in good standing with work programs or job training will receive an extra $25 in bonus food stamps instead. The White House Communication and Propaganda Office released a statement about the program and how it will impact the economy:

While deciding how to distract the American people from the nonsense being “reported” by the fake news media about world events and interior politics, President Trump was reminded of hoiw much everyone enjoyed the money George W Bush handed out from the surplus left over from the Clinton administration. Mr. trump has decided people would rather focus ion spending some money than the nonsense on the “news,” and has therefore authorized the release of $612 each for every legal American from a working family.

Democrats are already crying because the people who will receive their chunk of the $153 billion program don’t necessarily need the money that could be spent buying them votes from deadbeats who like free stuff. They also don’t understand how the program will be paid for. Trump had a simple answer:

“It’s not that much money in the grand scheme. We’ll make Mexico pay for it with a new tax or maybe we’ll add a few bucks tariff to every case of Canadian Whiskey. Maybe the Chinese can help out. It’s be taxable income, so 28 percent of it will come back anyway. It’s not that big a deal. I’ve built things, great things, huge things worth far more.”

One thing is for sure. You can forget about all the stupidity the liberals are trying to sell you about lies and Russians and North Korea and all the rest of the humdrum day to day you shouldn’t concern yourself with anyway. What a waste of time. Grab some cash and have some fun on your leader, Donald Trump!

Checks will start arriving in the mail Friday.

Source",https://web.archive.org/web/20170217173139/http://usadailypost.us:80/2017/02/14/breaking-trump-just-gave-every-working-legal-man-woman-child-usa-612,usadailypost,Politics,FALSE
['Sean Adl-Tabatabai'],"All 5 Boroughs of New York City and most of New Jersey could be totally destroyed on September 10 by Hurricane IRMA, according to computer simulations.

By 12:00 noon on September 10, computer models show that the strength and path of IRMA risk totally obliterating New York.

Halturnerradioshow.com reports: The National Weather Service, and its National Hurricane Center utilize supercomputers to predict where hurricanes will travel based on hundreds-of-thousands of pieces of weather data. The system they use is called Global Forecast System (GFS).

At 2:00 this afternoon, Friday, September 1, the GFS model spit out its projection of Hurricane IRMA’s path over the next 12 days. This model shows the utterly terrifying projected path of Hurricane IRMA coming right up the east coast, and making landfall in NEW YORK HARBOR as a Category 5 Hurricane, with winds in excess of 157 MPH.

I am not a weather expert. I do not profess to have any idea at all about the accuracy of these computer models. As a layman, I know the models can turn out to be wrong. Sometimes even WAAAAAAAAAYYYY wrong.

But if this model is right, then we in New Jersey (where I live) and folks in New York City, had better start preparing to EVACUATE within the next 7-8 days.

I do not know of __ANY__ building that can withstand winds “in excess of 157 MPH.”

I doubt my condo complex could withstand it. I cannot even imagine what the skyscrapers in New York City would do under such a wind load. I suspect some of them — MANY of them — might just snap and fall over.

Even buildings which don’t simply blow over, would probably see ALL their windows blown out.

Can you imagine getting hit by shattered glass driven by 157 MPH wind? It would cut a person to ribbons instantly!

In all of recorded history, no storm like this has __EVER__ hit New Jersey or New York City. It would be beyond “catastrophic.” Seems to me, there would be NOTHING left!

I emphasize that I know computer “models” are just that: MODELS. They may be very wrong.

But given the specificity of this particular forecast, I feel it necessary to tell everyone in New Jersey and New York City to absolutely watch this storm every day. If it appears as you see in the model video below, then EVACUATE at least 100 miles west of NJ.

No one would be able to survive this type of storm.

Here now, the GFS Model which was issued by the National Weather Service at 2:00 PM EDT on Friday, September 1, 2017:",https://newspunch.com/irma-destroy-new-york-city/,newspunch,Science,FALSE
"['About Flagg Eagleton', 'Flagg Eagleton Is The Son Of An American Potato Farmer', 'A Patriot. After Spending Years In The Navy', 'On Welfare Picking Himself Up The Bootstraps', 'Flagg Finally Got His Hvac Certificate', 'Is Hard At Work Keeping The Mobile Homes Of Tallahassee At A Comfy Degrees.', 'Flagg Eagleton', 'David', 'Tango']","Democrats about lost their minds when they heard that President Trump pardoned Joe Arpaio this morning. Arpaio, convicted of a bogus charge for doing the job the people of Maricopa County elected him to do, was about to spend the next 12 to 18 months in a federal minimum security prison.

His second pardon of the day, while not as immediately necessary, held just as much meaning. By granting clemency to Kim Davis, the Kentucky County Clerk who refused to issue marriage licenses to same-sex couples, her record will be expunged and her good name reinstated. Davis has been seeing a probation officer monthly since the incident nearly two years ago now to prove she’s in compliance with the judge’s orders.

With her record cleared, she no longer has to check in with anyone or list herself on job, volunteer and credit applications as a criminal. A criminal is the farthest thing from what she is. She’s a conscientious freedom fighter who wouldn’t stand by while her rights were trampled and her very existence threatened.

She’s the perfect candidate for a Trump pardon, and that’s exactly what she got. Davis is expected to return to her job in the Clerk’s office where she can now refuse to issue marriage licences to gays and not worry about it becoming a “national scandal.” Davis said, “I told them all along I didn’t care if they went to the county down the street. Just not in my building. Not while my God still relies on me to do the right thing.”

God Bless you, Kim Davis. You’re a real piece of work.",https://web.archive.org/web/20170828162320/http://ourlandofthefree.com:80/2017/08/remember-this-lunatic/,ourlandofthefree,Politics,FALSE
,"A mosque in Georgia is under fire after they solicited donations allegedly for victims of Hurricane Harvey but decided to keep them and send them to a different kind of refugee instead.

“Because Donald Trump will not let victims of war and crime seek solitude in the United States, we can not in good conscience help his people when so many Muslims can not find shelter,” said Imam Sharaj Alkalb of the Ramazala Mosque in Peachton. “Allah has told us that we must consider where the need is greater and respond to it.”

The mosque recently made headlines for its “Good work” in the community. According to news reports at the time, the mosque had raised more than $340,000 in cash and supplies “for the victims of Hurricane Harvey.” All of that will now be sent overseas to Syria to “help” people in refugee camps, which have been repeatedly identified as breeding grounds for ISIS recruitment.

“We intended to send it to the people impacted by the hurricane,” Alkalb said when asked if he lied about his intent when asking for donations from the community. “But after much prayer, Allah told us that we must help the people who need it most.”

Residents are outraged, demanding that Alkalb return their donations but he says he will not be doing that.

[adrotate banner=""3""]

It’s time for us to stop tolerating this stuff and make our voices heard!",https://web.archive.org/web/20180130215523/http://observeronline.news/georgia-mosque-keeps-hurricane-harvey-donations-will-send-to-syrian-refugees-instead/,observeronline.news,Politics,FALSE
,"Chachi can now apologize to Joannie for being so rude. Scott Baio, 56, was killed when the single-engine Cessna he was in crashed into the side of a hill in Louisiana. Baio was headed to Mar-A-Lago to barbecue shrimp and play gold with President Trump.

Baio’s wife, Raylene, wasn’t on the plane but was checked into St Timothy’s on a suicide watch after the news sent her into a breakdown. Spokesmen for several actors who wouldn’t be caught dead in a film with Baio said that he was “really special as Chachi” and he “sure did do a nice job with Charles in Charge.”

Baio, wildly successful as an actor since the ripe age of 13, says he saved every dime he ever made so he could live the lavish lifestyle of jetting across the country to golf with famous and powerful people. Unfortunately, that ended with a net worth of about $3.5 million and a whole lot of that was tied up in that nice house of his, so Baio was forced to go Cessna instead, which only would have gotten him there slightly faster than that new Kia Sorento he’s been sporting.

Baio will be missed by many. His ability to retweet things in support of our glorious president without even bothering to care what they were truly drove the social media movement to get Trump elected. When he heard the news that Baio was killed, Trump asked for a moment of silence in the dining room during his morning coffee and strudel. He hasn’t personally responded but Jeff Derpinger of the WHOIP told Freedom Crossroads correspondent Louis Leweigh:

“The President was saddened by the news once we reminded him that Scott was once ‘Chachi.’ He said he wished he knew the kid was coming; he would have sent the jet.”

To clear it up, libtards, he would probably send the company jet and not Air Force One. Maybe one of the smaller planes like the Secretary of State gets but nothing bigger than that. Baio’s remains are scattered with the wreckage, with slammed nose first into a cliff face. The FCC said the pilot probably got disoriented in a cloud bank and came at a 30-degree downward angle directly into solid quartz with a touch of limestone. The plane fell nearly 1400 feet to the basin below where very little was recognizable.

Baio had no known connection to the Clintons — Trey Gowdy is investigating.",https://web.archive.org/web/20170625173855/http://dailyusaupdate.com/scott-baio-beloved-face-conservatism-dies-small-plane-crash-way-visit-trump/,dailyusaupdate,Politics,FALSE
"['Faye Padgett', 'Norine Hawkins']","The NFL may be coddling black athletes who are protesting our police force, our flag, and our veterans by kneeling, but the National Hockey League refuses to do the same.

On Sunday, J.T. Brown of the Tampa Bay Lightning jumped on the “hate our troops” bandwagon and made a “black power” fist – a gesture assembled with black supremacist groups – during the National Anthem.

Brown was counting on P.C. culture winning out and letting him keep his job, but what happened next ruined his life.

“This is not, and has never been, about the military or disrespecting the flag,” Brown said in an interview with ESPN after he raised his fist. “It is about police brutality, racial injustice, and inequality in this country. It is something that I as well as many others feel needs to be addressed. I love my country, but that doesn’t mean I cannot acknowledge that it is not perfect.”

Unfortunately, the owner of the team disagrees. Burt Lancaster announced a few hours later that the team will be seeking a new forward to replace Brown.

“We wish Mr. Brown the best, but we feel that he does not embody the values of the Tampa Bay Lightning,” Lancaster says. “We support our country, we support our troops, we support our police, and we support our President.”

Brown will continue to be paid until the end of the season as per the terms of his contract, but will then be looking for a job.",https://web.archive.org/web/20180516004458/http://conservative7.com/2017/10/10/breaking-black-hockey-player-fired-raising-fist-national-anthem/,conservative7,Sports,FALSE
,"President Donald Trump has sent a strong message to the Russia Federation over the country’s ban on the “peaceful activities” of Jehovah’s Witnesses.

Trump warns Russia to reverse its decision immediately else he would use the country’s own constitution against them.

“You know right that this is contrary to the constitution of the land of the Russia Federation. I request you to reverse the decision immediately before I use your own constitution against you” – Trump warned.

Trump went on to invite all Jehovah’s Witnesses in Russia to seek asylum in the United States until their religious rights are reinstated in Russia.

“As this is an infringement of your fundamental human rights, I therefore urge you to seek asylum in the United States until your rights are fully reinstated.” – Trump urged.

Russia’s Supreme Court ruled on April 20, 2017 that the Jehovah’s Witnesses organization should be closed down and no longer allowed to operate legally in Russia, Human Rights Watch said today. The ruling, which affects more than 100,000 Jehovah’s Witness worshippers across Russia, is a serious breach of Russia’s obligations to respect and protect religious freedom.

The case could be taken to the European Court of Human Rights, which ruled a previous attempted ban on Jehovah’s Witnesses in Russia unlawful in 2010.

The Supreme Court was deciding on a claim lodged by the Russian ministry of justice to liquidate the group’s administrative centre near St Petersburg and 395 local organizations. Its decision will come into effect within 30 days unless an appeal is lodged, when it will be delayed until the resolution of the case.

“The Supreme Court has ruled to sustain the claim of Russia’s ministry of justice and deem the ‘Administrative Centre of Jehovah’s Witnesses in Russia’ organization extremist, eliminate it and ban its activity in Russia,” said judge Yuri Ivanenko. “The property of the Jehovah’s Witnesses organization is to be confiscated to the state revenue.”

A lawyer for the justice ministry, Svetlana Borisova, told the court adherents “pose a threat to the rights of the citizens, public order and public security”.

Jehovah’s Witnesses, who are known for door-to-door preaching and handing out literature, reject some of mainstream Christianity’s core beliefs and have more than 8.3 million members around the world",https://web.archive.org/web/20170506030914/http://states-tv.com:80/trump-warns-russia-over-jehovahs-witnesses-ban-and-urges-members-to-seek-asylum-in-the-us,states-tv,Politics,FALSE
,"ARE YOU READY? GET IT NOW!

Increase more than 500% of Email Subscribers!

Your Information will never be shared with any third party.",https://web.archive.org/web/20171127001649/http://dailynewsforamericans.com:80/index.php/2017/11/23/singer-tina-turner-this-thanksgiving-is-the-first-time-in-8-years-that-i-am-thankful-for-our-president-god-bless-him-and-his-supporters-do-you-support-to-tina,dailynewsforamericans,Politics,FALSE
