Author,Text,Title,URL,Company,Category,Label
,"WASHINGTON—Backtracking in light of recent polls that indicate public dismay over his handling of Iran, President Trump announced Wednesday he was moving forward with a plan to reverse the killing of top Iranian general Qassem Soleimani. “I have overturned the decision to assassinate Gen. Soleimani and ordered our military to rescind the Jan. 3 drone strike that destroyed his convoy at Baghdad International Airport,” said Trump, who explained the move would revoke Soleimani’s status as a Shiite martyr and decrease the likelihood of the United States being drawn into an unpopular war with Iran. “The U.S. Air Force operation that killed the general was conducted without the consent of Congress and, more significantly, without the backing of the American people. So today our forces in the region will take immediate action to return Soleimani to his family unexploded. This doesn’t mean we won’t take him out in a future operation if surveys indicate a majority of swing-state voters approve of such an action, but for now we will allow him to resume command of the Quds Force.” The president added that he has yet to see any polls that would convince him to retract his October decision to let Turkey kill hundreds of Kurdish civilians in Syria.

Advertisement",Public Disapproval Of Iran Approach Convinces Trump To Reverse Soleimani Killing,https://politics.theonion.com/public-disapproval-of-iran-approach-convinces-trump-to-1841025102,theonion,Politics,FALSE
,"DES MOINES, IA—Cutting off his chief strategist midway through a daily meeting to express his unwillingness to continue the deception much longer, former Vice President Joe Biden reportedly asked advisors Wednesday how much longer he has to go through the routine of acting confused and doddering in order to avoid criticism. “Please, guys, I’m so tired of putting on this whole song-and-dance of stumbling over my words at every public appearance and painfully wincing so it seems like I’ve completely forgotten a foreign leader’s name,” said the presumptive frontrunner, looking at each and every one of his advisors with clear, thoughtful eye contact, while stressing that although his consistent lead in polling showed the strategy had worked spectacularly to shield him from any critique of his record, he also longed to drop this “entire frail-old-man act” and speak to audiences in full sentences that allowed him to robustly articulate his vision for restoring America’s soul. “Just give me a date when I can start fully enunciating my words in TV spots. That’s all. Obviously, I can keep doing the simple stuff like biting my wife’s finger or challenging audience members to push-up contests seemingly out of nowhere. I know you think that’s helpful. I get that it would sink me in the polls if I were held accountable for past statements and actions, but frankly it’s just exhausting to be constantly acting this mentally confused when I know I can be so much stronger out there.” At press time, Biden was begging his advisors to at least never again make him punch himself midway through a debate to give the appearance of his eye filling up with blood.

Advertisement",Biden Asks Advisors How Much Longer He Has To Pretend To Be Confused And Doddering To Avoid Criticism,https://politics.theonion.com/biden-asks-advisors-how-much-longer-he-has-to-pretend-t-1841023184,theonion,Politics,FALSE
,"BETTENDORF, IOWA—Shivering and shouting for help as his plan to find his supporters went awry, presidential candidate Pete Buttigieg was reportedly trapped in a walk-in freezer Thursday after searching an Iowa diner for its back room with high-rolling donors. “Help! Help! Can anyone hear me? I don’t understand where my donors are if they’re not in this cooler,” said Buttigieg, who had reportedly breezed through the diner, ignoring its clientele, before asking a line cook where the back room with all the wealthy campaign funders was located, getting frustrated at the man’s confusion, and deciding to find it himself by searching for a hidden passageway as the freezer door locked behind him. “I don’t understand—it’s usually right here. They have to hide in the back so we can meet in secret outside the prying eyes of the media and all the poor people. Where is the manager? Why on earth would I enter a rinky-dink joint just to hobnob with a bunch of people eating scrambled eggs and getting five bucks for my trouble when I know there’s a cushy hidden back room where I can talk to voters who matter over a glass of champagne? Jesus Christ, where’s [spokesperson] Lis [Smith] when I need her? I don’t know what I’m going to do. I already called for help in eight languages, and I’m starting to get really cold.” At press time, Buttigieg had resorted to doing his campaign’s “High Hopes” dance in an effort to stay warm.

Advertisement",Pete Buttigieg Trapped In Freezer After Searching Iowa Diner For Back Room With High-Rolling Donors,https://politics.theonion.com/pete-buttigieg-trapped-in-freezer-after-searching-iowa-1841016327,theonion,Politics,FALSE
,"DES MOINES, IA—Reaffirming their commitment to facilitating a civil, constructive event, CNN moderators reminded Democratic debate participants Tuesday to keep personal attacks off the stage in favor of the new confessional cam backstage. “We want to have an honest discussion about policies and positions, so if you have any vicious insults or cheap shots you want to take, we ask that you hold back until we have you mic’d up and sitting somewhere cushy,” said moderator Wolf Blitzer, who added that in the offhand chance candidates didn’t have anything negative to say, a CNN producer would be able to assist them by offering them a glass of champagne or shot of tequila and some helpful prompts. “Verbal abuse will not be tolerated on the debate stage, but if you want to call Pete Buttigieg a spineless little bitch in front of the confession cam, we ask that you please go off. Voters have an important choice to make, so we ask that you let any unpleasant feelings build up inside of you until you have the opportunity to get backstage and explode. Crying for an hour and then falling asleep in front of the confession cam is simply standard debate etiquette.” Blitzer added that the footage would be shared in a two-hour-long special following the debate.

Advertisement",CNN Reminds Debate Participants To Keep Personal Attacks Off The Stage In Favor Of New Confession Cam Backstage,https://politics.theonion.com/cnn-reminds-debate-participants-to-keep-personal-attack-1841007211,theonion,Politics,FALSE
,"DES MOINES, IA—Speculating that the candidate would not raise an objection to any sum they named, CNN officials reported Tuesday that they figured the network could soak Tom Steyer for a few million simply by pretending that it costs money to appear in that evening’s debate. “Here’s what I’m thinking: We just rattle off an email to Tom’s campaign mentioning that we hadn’t gotten his $2.5 million debate fee, see if any of his staffers bat an eye, and then take things from there,” said CNN president Jeff Zucker, noting that his team had already received prompt and courteous payment from Steyer’s campaign after sending them an itemized list suggesting the network required reimbursement for the candidate’s podium and microphone alongside a per-question fee for Wolf Blitzer’s time. “Early on, I told one of his chief aides that we were going to bill them for every word he uttered, and he just nodded and said ‘uh-huh, sounds good.’ God, he was actually surprised that we were charging them so much less than PBS had at the last debate.” At press time, Steyer was spotted frantically searching his suit pockets after a stage tech informed the businessman that he had failed to compensate the network with $500 for its customary entrance fee.

Advertisement",CNN Figures It Can Soak Tom Steyer For Couple Million By Pretending It Costs Money To Appear In Debate,https://politics.theonion.com/cnn-figures-it-can-soak-tom-steyer-for-couple-million-b-1841006882,theonion,Politics,FALSE
,"DES MOINES—Responding to accusations by members of the Elizabeth Warren campaign that he told her in a 2018 conversation that he didn’t believe a woman could win the presidency, the Bernie Sanders campaign doubled down Tuesday with a new television ad warning Americans that they’ll never be able to hear a female president over the sound of her vacuum. “I do not believe that we as Americans can risk electing a female candidate who won’t address universal healthcare or climate change over the loud racket of her vacuum cleaner coming from the Oval Office 24 hours a day,” said Sanders over an ominous 30-second black-and-white shot of panicked advisors fleeing a national security meeting when the female president, a woman with a beehive hairdo, high heels, and an apron, accidentally filled the room with thick smoke after burning a pan of cookies in the briefing room oven. “When you make your decision about the Democratic nominee, consider whether you want a president who is divided between making policy decisions and scrubbing the floors, or trying to take care of our veterans when she’s preoccupied with her crying baby. Not to mention the hair dryer whirring all day and night as the lady president does her hair. And how does she expect to keep America safe when she’s constantly distracting our top generals by asking them for help opening difficult jars? Maybe we as a nation will be ready for a female president in 2024, if technology has improved so that vacuums are quieter, but until then we can’t afford to take the chance.” The Warren campaign reportedly responded with a fundraising email stating that the candidate was disappointed that Sanders had called her every single day since 2016 to say that women should never be allowed in public without a male escort but that she didn’t want to discuss the matter further and risk being divisive.

Advertisement",Sanders Campaign Doubles Down With New Ad Warning Americans They’ll Never Be Able To Hear A Female President Over The Sound Of Her Vacuum,https://politics.theonion.com/sanders-campaign-doubles-down-with-new-ad-warning-ameri-1841000767,theonion,Politics,FALSE
,"DES MOINES, IA—Praising the former South Bend, IN mayor as a “true champion” of nothing in particular, local swing voter Chris Fernsby told reporters Tuesday he felt a deep connection with presidential candidate Pete Buttigieg’s complete lack of conviction. “As a generally noncommittal person without any firm ideas about how our government should be run, I can see a lot of myself in this up-and-coming young leader with no discernible political identity,” said Fernsby, who added that Buttigieg’s vague but carefully focus-grouped positions on Medicare for All and police reform perfectly captured his own indecisive and shifting mindset when it came to issues at stake in the 2020 election. “Do I have strong views on affordable housing or how much public college tuition should cost? No. But you know what? Neither does Pete Buttigieg. When I listen to his uplifting, substance-free rhetoric, the only thing I can tell for sure is that he really, really wants to be president. And that’s good enough for me!” Fernsby went on to add that while he intended to support Buttigieg for the Democratic nomination, he still planned to vote for President Trump in the general election.

Advertisement",Swing Voter Really Relates To Buttigieg’s Complete Lack Of Conviction,https://politics.theonion.com/swing-voter-really-relates-to-buttigieg-s-complete-lack-1840998430,theonion,Politics,FALSE
,"Subscribe To Our Newsletter

Now you can get the top stories from The Onion delivered to your inbox.",Trump Warns Iran Not To Kill Any Protesters Who U.S. Already Has Dibs On,https://politics.theonion.com/trump-warns-iran-not-to-kill-any-protesters-who-u-s-al-1840978731,theonion,Politics,FALSE
,"ALGONA, IA—Sitting in the diner where he now eats breakfast every morning, Senator Cory Booker announced Monday that he was dropping out of the 2020 rat race after falling in love with small-town Iowa life. “I’ve spent my whole life worrying about my career, chasing the next big position, but after spending all this time in Iowa, I’ve realized it’s community and family that count,” said Booker, who revealed he’s taken a position at the local auto parts store, bought a cute little ranch house, and started volunteering at a nursing home. “The air is fresher, the people are nicer, and everyone knows your name. I’ve found peace here. I was working my ass off every day, and for what? To be president of the United States? To pass some immigration plan? That stuff doesn’t matter. I just want a quiet garden and people who love me.” Booker added that while girlfriend Rosario Dawson was thinking about moving in, she was more interested in a place with a little more hustle and bustle like Fort Dodge.

Advertisement",Cory Booker Drops Out Of 2020 Rat Race After Falling In Love With Small-Town Iowa Life,https://politics.theonion.com/cory-booker-drops-out-of-2020-rat-race-after-falling-in-1840977170,theonion,Politics,FALSE
,"WASHINGTON—Clarifying controversial remarks he made about the deceased Michigan lawmaker last night, Donald Trump told reporters Thursday he can confirm the late congressman John Dingell is in hell because of the window into a terrifying inferno the president sees every time he closes his eyes. “Each night, when I lie down in bed, I feel the heat of eternal flames and hear the screams of the damned,” said Trump, explaining that he has gazed into the hideous abyss and seen Satan himself feasting upon the maggot-infested corpse of the long-serving former representative. “John’s definitely down there along with all the other poor souls crying out to be released from ceaseless torment. He’s always whispering that the fate awaiting me will be far, far worse than his, beyond anything I could possibly comprehend. Why do you think I barely sleep?” Members of the White House press pool were then seen running from the briefing room as the blood drained from the president’s face, his eyes rolled back in his head, and, using an inhumanly deep, guttural voice, he began to mutter strange incantations in Latin.

Advertisement",Trump Claims He Knows John Dingell Is In Hell Because He Sees Window Into Terrifying Inferno Every Time He Closes His Eyes,https://politics.theonion.com/trump-claims-he-knows-john-dingell-is-in-hell-because-h-1840538904,theonion,Politics,FALSE
,"WASHINGTON—Warning that allowing them to vote without proper documentation would undermine the sanctity of the democratic process, the House GOP turned away dozens of Democrats from impeaching President Donald Trump Wednesday after determining they did not have adequate voter ID. “This is simply a precautionary measure to make sure that these individuals are, in fact, real U.S. representatives who would be eligible to engage in this process,” said Rep. Matt Gaetz (R-FL), telling reporters that he had been forced to prevent numerous members, including John Lewis, Maxine Waters, and James Clyburn, from entering the congressional chamber since they had not been able to show two forms of government-issued identification, as well as a utility bill, to establish residency. “Yes, providing adequate ID is a little annoying, but without oversight, these so-called members of Congress could run amok, voting in multiple districts and leading to a fraudulent impeachment. We simply cannot allow this to happen, so if we come across any representatives who appear suspicious, it’s imperative we make sure they’re thoroughly scrutinized.” Gaetz added that in order to relieve exhausted congressional staffers, impeachment voting had closed several hours early.

Advertisement",GOP Turns Dozens Of House Democrats Away From Impeachment For Failing To Provide Adequate Voter ID,https://politics.theonion.com/gop-turns-dozens-of-house-democrats-away-from-impeachme-1840517918,theonion,Politics,FALSE
,"WASHINGTON—Praising bipartisan efforts that prevented a government shutdown ahead of the holiday season, Congress reportedly reached a $1.4 trillion spending deal Tuesday to award the entire budget to one lucky American. “This is going to provide a completely new life for a single and very, very fortunate American,” said House Speaker Nancy Pelosi, explaining that anyone who pays taxes is eligible to win except for employees and family members of those working for the federal government. “We were happy to see both sides step up and make concessions, including the size of the novelty check, who will pull the balls from the raffle drum, and the decision to eliminate the Social Security and Medicare programs. Winners can spend the money on whatever they like, and have the choice between receiving a lump sum or annuity payments of a billion dollars over the next thousand years or so. Second and third place winners will receive a 10-speed bike and $10 Amazon gift certificate respectively.” At press time, sources confirmed that this is only the third time the U.S. government has held such a lottery, which is credited to creating both the Carnegie and Rockefeller fortunes.

Advertisement",Congress Reaches $1.4 Trillion Spending Deal To Award Entire Budget To One Lucky American,https://politics.theonion.com/congress-reaches-1-4-trillion-spending-deal-to-award-e-1840487341,theonion,Politics,FALSE
,"BALTIMORE—Insisting that this was an abundance of caution around the coronavirus and absolutely nothing else, the players and staff of the Baltimore Orioles suggested to the MLB Friday that they should consider just canceling the entire season to be safe. “We just think that given the risk there is really no reason why we should have to go out there and play 182 games this year—we just care about people’s safety is all,” said pitcher Alex Cobb, who assured reporters that the team’s lack of desire to play through the 2020 season was purely altruistic in every way. “Why play against the Yankees and the Red Sox game after game with this horrible infectious disease out there. It might seem safe to just take a month off, but it could come roaring back in the middle of July when we are already 40 games under .500, not that that matters at all. We’re just thinking about the fans and their health, nothing else.” Cobb added that given the severity of the situation and the disruption of the coronavirus, the MLB might consider just starting the entire league over from scratch next year just to be fair.

Advertisement",Orioles Suggest That MLB Maybe Consider Canceling Entire Season Just To Be Totally Safe,https://sports.theonion.com/orioles-suggest-that-mlb-maybe-consider-canceling-entir-1842312100,theonion,Sports,FALSE
,"Subscribe To Our Newsletter

Now you can get the top stories from The Onion delivered to your inbox.",James Harden Pledges 10 Million Dollar Bills To Keep Nation’s Strip Clubs Afloat During Pandemic,https://sports.theonion.com/james-harden-pledges-10-million-dollar-bills-to-keep-na-1842297145,theonion,Sports,FALSE
,"INDIANAPOLIS—Stunning scouts as he effortlessly cleared out years’ worth of troubling posts while barely breaking a sweat, top NFL draft prospect T.J. DeLuca set a combine record Friday by scrubbing his entire social media presence in 17.64 seconds. “I’ve never seen anything like this, everything from his thoughts on women to offensive Halloween costumes were wiped out in seconds,” said Jets scout Mike Cenzo, who noted that the social media purge is one of the most essential measurements of professional potential that the NFL combine offers. “He was absolutely flying through Twitter, expunging racial slurs and pictures of him doing drugs like it was second nature to him. He probably jumped 20 draft spots when he was able to clean out all those dick pics he sent to women in the first five seconds. There is no doubt that this guy has what it takes to succeed in the NFL.” At press time, DeLuca had dropped back down the draft board after posting a mediocre eight stumbles during the domestic abuse denial run.",NFL Draft Prospect Sets Combine Record By Scrubbing Entire Social Media Presence In 17.64 Seconds,https://sports.theonion.com/nfl-draft-prospect-sets-combine-record-by-scrubbing-ent-1841980356,theonion,Sports,FALSE
,"MINNEAPOLIS—Admitting that the franchise needed a complete overhaul if they wanted to compete, the Minnesota Timberwolves fired accounts receivable clerk Gary Nilson Thursday in the first big step towards turning the team around. “We want the fans to know we are serious about winning, and if we’re going to bring this team back to being a contender year after year, then it requires a total overall of the organization, which unfortunately starts with Gary,” said Timberwolves president Gersson Rosas, who thanked Nilson for his dedication but explained that accounts receivable clerk was part of the past and the team was committed to doing everything it could to build a winning culture. “We know people have been disappointed in the team’s performance, none more than us, which is why we need to clear salary space like this and bring in some big up-and-coming accounting talent. Whether it’s revamping the marketing department or even the custodial staff, this is going to be a complete franchise overhaul. If people are not carrying their weight, then they are going to lose their job.” At press time, Timberwolves GM Scott Layden had been given a $25 million extension for all his hard work.

Advertisement",Timberwolves Fire Clerk On Accounts Receivable Team In First Step Towards Turning Franchise Around,https://sports.theonion.com/timberwolves-fire-clerk-on-accounts-receivable-team-in-1841952574,theonion,Sports,FALSE
,"NEW YORK—Citing the group’s general lack of enthusiasm about the idea of playing another season of baseball, New York Mets first baseman Pete Alonso reportedly asked his teammates Friday whether they’d all rather sign up for volleyball this year. “We’ve been doing the baseball thing for a while now, but everyone gets so bored by the end, and besides, we’re not even that good at it, so I think we should switch it up and play volleyball instead,” said Alonso, adding that it would be way less of a time commitment to play volleyball one night a week in an intermediate rec league at Brooklyn Bridge Park for a couple months instead of 182 games of baseball for which they had to travel all over the country. “Volleyball seems way more fun than baseball. You get to switch positions and also move around a lot, which is probably a better workout. Plus, I bet some of the taller guys like [Jacob] deGrom and [Dellin] Betances could probably spike the ball over the net. I think we can be honest with ourselves by now that we’re never really going to get anywhere with this baseball thing, and it sucks to just keep losing to teams that are way better than us, so let’s just sign up for something where we can actually have fun.” At press time, the Mets clubhouse had devolved into a heated argument after Juan Lagares said that volleyball sounded even worse than baseball and suggested just going bowling instead.

Advertisement",Pete Alonso Asks Teammates Whether They’d All Rather Sign Up For Volleyball This Year,https://sports.theonion.com/pete-alonso-asks-teammates-whether-they-d-all-rather-si-1841839285,theonion,Sports,FALSE
,"PHILADELPHIA—Expressing feelings of embarrassment that he didn’t stop and think before calling out the roster’s total lack of effort, Ben Simmons retracted his criticism of the 76ers Wednesday after remembering that he plays for the team. “I feel like an idiot, I would’ve never called the team ‘soft’ if I’d realized that I’m the starting point guard,” said the 23-year-old, admitting that he felt foolish for asking the Sixers to take more accountability for the defensive assignments knowing that he would have to go back into the locker room with those very players. “Honestly, it totally slipped my mind that I’m signed here through 2025. I just assumed I was attacking one of our rivals when I lashed out after the game. Believe me, I’d never openly attack my own team like that—forget everything I said about us needing more ball movement on offense or rotating better on D.” At press time, Simmons retracted a trade demand after realizing he already plays for a title contender.

Advertisement",Embarrassed Ben Simmons Retracts Criticism Of Sixers After Remembering He On Team,https://sports.theonion.com/embarrassed-ben-simmons-retracts-criticism-of-sixers-af-1841474064,theonion,Sports,FALSE
,"‘Thank God, Because I Would Not Be Here Today If Had Been Selected By Chicago,’ Says Super Bowl Champ

MIAMI—Crediting general manager Ryan Pace for playing an instrumental role in advancing his career, Super Bowl champion Patrick Mahomes thanked the Chicago Bears Sunday for selecting Mitchell Trubisky instead of him in the 2017 NFL Draft. “I would’ve never had this opportunity to compete for a championship if I had ended up on the Bears,” said Mahomes during a post-game interview, expressing his gratitude to the Chicago franchise for sparing him from years of mediocrity and career frustration. “There were some tense moments on draft day when it looked like I might be headed to Chicago, but luckily God had other plans for me. Instead of lifting this trophy, I could be languishing at the bottom of the NFC North and running for my life after every snap behind a terrible offensive line. I’m so glad I get to throw to Tyreek (Hill) and Sammy (Watkins) my whole career instead of whoever the hell is on the Bears.” Mahomes added that he only hopes all the current Bears players get as lucky as he did.",Victorious Patrick Mahomes Thanks Bears For Drafting Mitchell Trubisky,https://sports.theonion.com/victorious-patrick-mahomes-thanks-bears-for-drafting-mi-1841420779,theonion,Sports,FALSE
,"WASHINGTON—Praising the eloquence and noble character of his Democratic colleague before humbly offering a rebuttal, Rep. Jim Jordan (R-OH) engaged in thoughtful and enlightened debate Thursday over the merits of proposed impeachment articles brought against the president of the United States. “Allow me first to congratulate you upon your exceptional oratory and remark upon what a great honor it is to deliberate this matter with a man of such high integrity,” said Jordan, who addressed House Judiciary Committee chairman Jerry Nadler (D-NY) in measured and courtesy tones, commending civil discourse as the bedrock of a democratic society. “Although you have made some very cogent and incisive rhetorical points this morning, I must, unfortunately, submit a rejoinder in which I shall seek to elucidate what I believe to be a fallacy in your position. Despite our arrival at this occasion of discord, please know I consider you a true compatriot: a fellow truth-seeker with no interest beyond securing what is best for our great republic.” At press time, witnesses confirmed Jordan had nearly beaten Nadler to death with a cane after being set off by a remark impugning the honor of the president.

Advertisement","‘Well Spoken, My Good Fellow, But Let Me Retort,’ Says Congressman Engaged In Probing, High-Minded Debate On Facts And Merits Of Impeachment",https://politics.theonion.com/well-spoken-my-good-fellow-but-let-me-retort-says-1840399399,theonion,Politics,FALSE
,"TRUMP TOWER – President-Elect Donald J. Trump has reportedly assured NJ Governor Chris Christie that, despite recent reports, he has not been banished from his inner circle, and will nominate the Bridgegate behemoth to the Supreme Food Court.

“Mr. Trump decided it would be humorous to have his little “Christie Kreme” (his new Secret Service name, according to insiders) around, so he created the special position just for him,” says Trump’s longtime attorney/bankruptcy expert, David Friedman.

In selecting Christie, 54, The Donald will be bringing in a “yes, I’ll have another” man that won’t clash with his own oversize, portly ego. “I think Mr. Trump wants Christie around just so he can humiliate him,” said Trump’s chief financial officer, Allen Weisselberg, “and he knows he’ll do whatever he says, whenever he says to do it.”

Despite rumblings of a massive falling out between the two, those closest to the president-elect say otherwise.

Jared Kushner, the husband of Trump’s daughter Ivanka, said a Christie nomination would be a wise one, and would produce instant results. “Mr. Christie’s transition from the gravy train to the Trump train was seamless,” he said. “I think he would shake things up and make an enormous impact.”

Stephen Miller, who played a crucial role in Trump’s campaign, including drafting his acceptance speech at the Republican National Convention, says Christie has a “gargantuan-sized heart” and is “the perfect fit” for the new court.

“Governor Christie is not only ‘pro-life’, but he understands the birthing process better than anyone I know,” Miller said, “and as far as the 2nd Amendment is concerned, I’ve seen that guy conceal a .30-06 in the crease of his back fat. Trust me, there’s nothing to worry about.” Miller joked that Christie loves and supports the NRA almost as much as KFC. “He will step up to the plate, that’s for damn sure.”

While often referred to as the “butterball” of the “Grand Old Party Sub,” it appears Mr. Christie’s nomination to the Supreme Food Court is already a foregone conclusion.",Trump to Nominate Chris Christie to Supreme Food Court,http://nationalreport.net/trump-to-nominate-chris-christie-to-supreme-food-court/,nationalreport,Politics,FALSE
,"<Richmond, VA>Government officials in the Commonwealth of Virginia have fully embraced Blackface History Month. While Virginia has long struggled with racism, momentum in support of the blackface community really picked up this week after a racist photograph surfaced on the yearbook page of Governor Ralph Northam. Northam has denied being in the photograph, but his denial fell flat after he confessed to having dressed in blackface for a Texas dance competition where he impersonated Michael Jackson by painting his face with shoe polish.

Fresh off the Northam news, Attorney General Mark Herring, second in line to assume the governorship of the Commonwealth, today admitted to dressing in blackface when he was a 19-year-old college student at the University of Virginia in 1980. Herring, who was among those calling on Northam to resign, said he was “deeply, deeply sorry for the paint that I cause with this revelation.”

Virginia’s Lt. Governor Justin Fairfax, widely considered for the position of Governor in the event Northam resigns, has found himself in the midst of sexual assault allegations. No word on whether or not Democrats in the state will support his candidacy following the allegations.

National Report reached out to the head of the Virginia Legislative Blackface Caucus, but no response was provided prior to publication.

Image Source: Wiki",Virginia Officials Embrace Blackface History Month,http://nationalreport.net/virginia-officials-embrace-blackface-history-month/,nationalreport,Politics,FALSE
,"Appleton, WI – The Fox Valley Mall has come under fire (pun intended) for an ad placed in Sunday’s Press Gazette newspaper offering a mall-wide 10% discount to all “non-active shooters” during the month of October. This comes amid a spate of mall attacks throughout the U.S., leaving many area shoppers and victim advocacy groups wondering how such a tasteless joke could ever make its way into print.

A spokesperson for the Fox Valley Mall told local reporters they had no knowledge of the ad and said an investigation is underway to determine where it may have originated from. However, the mall will still honor the 10% discount as advertised.

“Oh that’s a load of horsesh*t,” said a Fox Valley Mall employee who asked to remain anonymous. “There’s no way that ad just magically appeared in the Sunday paper,” he said, “this is the new age of viral marketing. Better get used to it.” The employee said the sleazy ad fits the mall owners M.O. perfectly. “They knew it would create a stir and get people talking, and that is exactly what’s happened.”

Roger Holloway, founder of the victim’s rights advocacy group Triggerz, agrees. “It’s that mentality that says anything is fair game in the name of profits. Hell, I wouldn’t put it past some of these shop owners to stage some sort of false flag attack to get the registers ringing again.”

Mr. Holloway says big chain stores like Starbucks are banking on the annual ‘War on Christmas’ hysteria to widen their year end profit margins. “They know that holiday cup and all the make-believe controversy that comes along with it is the key to their quarter’s earnings,” he said, “thank God for idiots who get offended year after year after year over a coffee cup eh?”

All calls to the investment group that owns the Fox Valley Mall have not been returned as of press time.",Area Mall Offering 10% Discount to Non-Active Shooters,http://nationalreport.net/area-mall-offering-10-discount-to-all-non-active-shooters/,nationalreport,Politics,FALSE
,"A new survey released today from the Make Michigan Great Again PAC shows that residents across the state rated Flint tap water higher on the ‘Trustworthiness’ scale than democratic nominee for President, Hillary Rodham Clinton.

In the ‘Most Trustworthy’ category, Hillary scored a dismal 14% among active registered voters while Flint tap water scored a surprising 49%.





While the final tallies were a shock to many residents, MI Governor Rick Snyder isn’t surprised at all. “Well, what do you expect?” laughed Synder, “unlike the tap water in Flint, the folks here in Michigan can see right through that woman.”

Governor Snyder isn’t buying in to all the what he called “Hysterical hoopla” surrounding Flint’s water crisis, adding, “A lot of folks in Flint like to blame all of their problems on the water. We have a name for those types of people,” Snyder takes a pause for dramatic effect, “democrats.”

Oakland County resident Stanley Taylor agrees with the governor. “At some point you have to stop blaming the water for the fact your kids are dumb and lazy.” Asked if he was surprised by the survey results, Stan replied, “I would trust a fart after a Taco Bell run more than I’d ever trust Crooked Hillary.”

Past findings from the Make Michigan Great Again PAC were also critical of Mrs. Clinton’s trustworthiness. “Hillary’s lies affects children’s brain development resulting in reduced intelligence quotient (IQ), behavioral changes such as shortening of attention span, increased antisocial behavior, and reduced educational attainment. Exposure to Hillary’s falsehoods can also cause anemia, hypertension, renal impairment, immunotoxicity and toxicity to reproductive organs. The neurological and behavioral effects of Clinton’s lies are believed to be irreversible.”",Flint Tap Water Rated More Trustworthy than Hillary Clinton,http://nationalreport.net/flint-tap-water-rated-more-trustworthy-than-hillary-clinton/,nationalreport,Politics,FALSE
,"Millions of Americans are in mourning after news broke this afternoon that rocker/activist Ted Nugent was still alive. Word broke early, spread quickly, and sent shock waves throughout the rock and roll community and the Republican Party, where Nugent, 68, is well-known for his fierce advocacy for conservative causes, unwavering support for the rights of gun owners and hunters, and ferocious loyalty and devotion to today’s true American patriots. The National Rifle Association issued the following statement:

Ted Nugent has proudly and patriotically served on the NRA’s board of directors since 1995. The Association shares a deep sense of shock with our 4.5 million members and countless millions of supporters as details of this catastrophic event continue to unfold.

PETA (People for the Ethical Treatment of Animals), one of several organizations Nugent violently criticized in the past, also issued a statement expressing condolences.

Originally from Detroit, Michigan, Nugent initially found fame as lead guitarist for The Amboy Dukes before embarking on a solo career. Highlights from Nugent’s life include a 1977 interview appearing in High Times magazine, in which he famously told a reporter how he avoided the [Viet Nam War] draft: he did not bathe, brush his teeth, or shave for 30 days leading up to his pre-induction physical. To sweeten the pot, he also defecated in his pants. “I was so proud,” Nugent recalled. In later years he denied those accounts, saying he made up the story to trick the gullible reporter. That same year, Nugent’s song Cat Scratch Fever dominated the rock and roll charts.

President Obama, the target of many of Nugent’s negative comments, reportedly expressed astonishment when informed during a cabinet meeting that Nugent had lived another day. During the White House’s daily media briefing, Deputy Press Secretary Eric Schultz informed the assembled press corps that the President asked members of his cabinet to join him in a moment of silence to acknowledge Nugent’s survival.

Throughout Detroit and surrounding suburbs, fans both old and new erected makeshift tributes to the rocker, lighting candles, singing songs, and leaving cards and ticket stubs from many of Nugent’s concerts as testimonials to a life still lived.

Ted Nugent, 1948 –","Millions Mourn As Rocker/Activist Ted Nugent, Age 68, Found Alive",http://nationalreport.net/rockeractivist-ted-nugent-found-alive-aged-66/,nationalreport,Politics,FALSE
